Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;ano;Mês;cod mes;Chegadas;Classificação;Sigla_UF;Data
ÁFRICA;1;Tunísia;10;Distrito Federal;7;Aéreo;1;2023;Maio;5;1;Média;DF;2023-05-01
ÁFRICA;1;Tunísia;10;Distrito Federal;7;Aéreo;1;2023;Junho;6;1;Média;DF;2023-06-01
ÁFRICA;1;Tunísia;10;Distrito Federal;7;Aéreo;1;2023;Outubro;10;2;Média;DF;2023-10-01
ÁFRICA;1;Tunísia;10;Distrito Federal;7;Aéreo;1;2023;Novembro;11;0;Baixa;DF;2023-11-01
ÁFRICA;1;Tunísia;10;Distrito Federal;7;Aéreo;1;2023;Novembro;11;0;Baixa;DF;2023-11-01
EUROPA;6;Turquia;87;Distrito Federal;7;Aéreo;1;2023;Janeiro;1;0;Baixa;DF;2023-01-01
EUROPA;6;Turquia;87;Distrito Federal;7;Aéreo;1;2023;Marco;3;0;Baixa;DF;2023-03-01
EUROPA;6;Turquia;87;Distrito Federal;7;Aéreo;1;2023;Abril;4;4;Média;DF;2023-04-01
EUROPA;6;Turquia;87;Distrito Federal;7;Aéreo;1;2023;Maio;5;3;Média;DF;2023-05-01
EUROPA;6;Turquia;87;Distrito Federal;7;Aéreo;1;2023;Junho;6;3;Média;DF;2023-06-01
EUROPA;6;Turquia;87;Distrito Federal;7;Aéreo;1;2023;Julho;7;3;Média;DF;2023-07-01
EUROPA;6;Turquia;87;Distrito Federal;7;Aéreo;1;2023;Agosto;8;2;Média;DF;2023-08-01
EUROPA;6;Turquia;87;Distrito Federal;7;Aéreo;1;2023;Setembro;9;1;Média;DF;2023-09-01
EUROPA;6;Turquia;87;Distrito Federal;7;Aéreo;1;2023;Outubro;10;1;Média;DF;2023-10-01
EUROPA;6;Turquia;87;Distrito Federal;7;Aéreo;1;2023;Outubro;10;0;Baixa;DF;2023-10-01
EUROPA;6;Turquia;87;Distrito Federal;7;Aéreo;1;2023;Novembro;11;3;Média;DF;2023-11-01
EUROPA;6;Turquia;87;Distrito Federal;7;Aéreo;1;2023;Novembro;11;0;Baixa;DF;2023-11-01
EUROPA;6;Turquia;87;Distrito Federal;7;Aéreo;1;2023;Dezembro;12;9;Média;DF;2023-12-01
EUROPA;6;Turquia;87;Distrito Federal;7;Aéreo;1;2023;Dezembro;12;0;Baixa;DF;2023-12-01
EUROPA;6;Ucrânia;88;Distrito Federal;7;Aéreo;1;2023;Janeiro;1;2;Média;DF;2023-01-01
EUROPA;6;Ucrânia;88;Distrito Federal;7;Aéreo;1;2023;Fevereiro;2;5;Média;DF;2023-02-01
EUROPA;6;Ucrânia;88;Distrito Federal;7;Aéreo;1;2023;Marco;3;4;Média;DF;2023-03-01
EUROPA;6;Ucrânia;88;Distrito Federal;7;Aéreo;1;2023;Abril;4;1;Média;DF;2023-04-01
EUROPA;6;Ucrânia;88;Distrito Federal;7;Aéreo;1;2023;Maio;5;2;Média;DF;2023-05-01
EUROPA;6;Ucrânia;88;Distrito Federal;7;Aéreo;1;2023;Junho;6;3;Média;DF;2023-06-01
EUROPA;6;Ucrânia;88;Distrito Federal;7;Aéreo;1;2023;Julho;7;0;Baixa;DF;2023-07-01
EUROPA;6;Ucrânia;88;Distrito Federal;7;Aéreo;1;2023;Agosto;8;2;Média;DF;2023-08-01
EUROPA;6;Ucrânia;88;Distrito Federal;7;Aéreo;1;2023;Setembro;9;0;Baixa;DF;2023-09-01
EUROPA;6;Ucrânia;88;Distrito Federal;7;Aéreo;1;2023;Outubro;10;2;Média;DF;2023-10-01
EUROPA;6;Ucrânia;88;Distrito Federal;7;Aéreo;1;2023;Outubro;10;0;Baixa;DF;2023-10-01
EUROPA;6;Ucrânia;88;Distrito Federal;7;Aéreo;1;2023;Novembro;11;4;Média;DF;2023-11-01
EUROPA;6;Ucrânia;88;Distrito Federal;7;Aéreo;1;2023;Novembro;11;0;Baixa;DF;2023-11-01
EUROPA;6;Ucrânia;88;Distrito Federal;7;Aéreo;1;2023;Dezembro;12;3;Média;DF;2023-12-01
EUROPA;6;Ucrânia;88;Distrito Federal;7;Aéreo;1;2023;Dezembro;12;0;Baixa;DF;2023-12-01
ÁFRICA;1;Outros Países;11;Distrito Federal;7;Aéreo;1;2023;Marco;3;1;Média;DF;2023-03-01
ÁFRICA;1;Outros Países;11;Distrito Federal;7;Aéreo;1;2023;Junho;6;1;Média;DF;2023-06-01
ÁFRICA;1;Outros Países;11;Distrito Federal;7;Aéreo;1;2023;Julho;7;1;Média;DF;2023-07-01
ÁFRICA;1;Outros Países;11;Distrito Federal;7;Aéreo;1;2023;Agosto;8;0;Baixa;DF;2023-08-01
ÁFRICA;1;Outros Países;11;Distrito Federal;7;Aéreo;1;2023;Outubro;10;0;Baixa;DF;2023-10-01
ÁFRICA;1;Outros Países;11;Distrito Federal;7;Aéreo;1;2023;Outubro;10;0;Baixa;DF;2023-10-01
AMÉRICA DO SUL;4;Uruguai;36;Distrito Federal;7;Aéreo;1;2023;Janeiro;1;16;Média;DF;2023-01-01
AMÉRICA DO SUL;4;Uruguai;36;Distrito Federal;7;Aéreo;1;2023;Fevereiro;2;9;Média;DF;2023-02-01
AMÉRICA DO SUL;4;Uruguai;36;Distrito Federal;7;Aéreo;1;2023;Marco;3;12;Média;DF;2023-03-01
AMÉRICA DO SUL;4;Uruguai;36;Distrito Federal;7;Aéreo;1;2023;Abril;4;16;Média;DF;2023-04-01
AMÉRICA DO SUL;4;Uruguai;36;Distrito Federal;7;Aéreo;1;2023;Maio;5;15;Média;DF;2023-05-01
AMÉRICA DO SUL;4;Uruguai;36;Distrito Federal;7;Aéreo;1;2023;Junho;6;7;Média;DF;2023-06-01
AMÉRICA DO SUL;4;Uruguai;36;Distrito Federal;7;Aéreo;1;2023;Julho;7;17;Média;DF;2023-07-01
AMÉRICA DO SUL;4;Uruguai;36;Distrito Federal;7;Aéreo;1;2023;Agosto;8;8;Média;DF;2023-08-01
AMÉRICA DO SUL;4;Uruguai;36;Distrito Federal;7;Aéreo;1;2023;Setembro;9;9;Média;DF;2023-09-01
AMÉRICA DO SUL;4;Uruguai;36;Distrito Federal;7;Aéreo;1;2023;Outubro;10;13;Média;DF;2023-10-01
AMÉRICA DO SUL;4;Uruguai;36;Distrito Federal;7;Aéreo;1;2023;Outubro;10;0;Baixa;DF;2023-10-01
AMÉRICA DO SUL;4;Uruguai;36;Distrito Federal;7;Aéreo;1;2023;Novembro;11;13;Média;DF;2023-11-01
AMÉRICA DO SUL;4;Uruguai;36;Distrito Federal;7;Aéreo;1;2023;Novembro;11;0;Baixa;DF;2023-11-01
AMÉRICA DO SUL;4;Uruguai;36;Distrito Federal;7;Aéreo;1;2023;Dezembro;12;7;Média;DF;2023-12-01
AMÉRICA DO SUL;4;Uruguai;36;Distrito Federal;7;Aéreo;1;2023;Dezembro;12;0;Baixa;DF;2023-12-01
EUROPA;6;Outros Países;89;Distrito Federal;7;Aéreo;1;2023;Julho;7;1;Média;DF;2023-07-01
EUROPA;6;Outros Países;89;Distrito Federal;7;Aéreo;1;2023;Agosto;8;1;Média;DF;2023-08-01
AMÉRICA DO SUL;4;Venezuela;37;Distrito Federal;7;Aéreo;1;2023;Janeiro;1;26;Média;DF;2023-01-01
AMÉRICA DO SUL;4;Venezuela;37;Distrito Federal;7;Aéreo;1;2023;Fevereiro;2;23;Média;DF;2023-02-01
AMÉRICA DO SUL;4;Venezuela;37;Distrito Federal;7;Aéreo;1;2023;Marco;3;33;Média;DF;2023-03-01
AMÉRICA DO SUL;4;Venezuela;37;Distrito Federal;7;Aéreo;1;2023;Abril;4;10;Média;DF;2023-04-01
AMÉRICA DO SUL;4;Venezuela;37;Distrito Federal;7;Aéreo;1;2023;Maio;5;16;Média;DF;2023-05-01
AMÉRICA DO SUL;4;Venezuela;37;Distrito Federal;7;Aéreo;1;2023;Junho;6;9;Média;DF;2023-06-01
AMÉRICA DO SUL;4;Venezuela;37;Distrito Federal;7;Aéreo;1;2023;Julho;7;8;Média;DF;2023-07-01
AMÉRICA DO SUL;4;Venezuela;37;Distrito Federal;7;Aéreo;1;2023;Agosto;8;15;Média;DF;2023-08-01
AMÉRICA DO SUL;4;Venezuela;37;Distrito Federal;7;Aéreo;1;2023;Setembro;9;15;Média;DF;2023-09-01
AMÉRICA DO SUL;4;Venezuela;37;Distrito Federal;7;Aéreo;1;2023;Outubro;10;17;Média;DF;2023-10-01
AMÉRICA DO SUL;4;Venezuela;37;Distrito Federal;7;Aéreo;1;2023;Outubro;10;0;Baixa;DF;2023-10-01
AMÉRICA DO SUL;4;Venezuela;37;Distrito Federal;7;Aéreo;1;2023;Novembro;11;15;Média;DF;2023-11-01
AMÉRICA DO SUL;4;Venezuela;37;Distrito Federal;7;Aéreo;1;2023;Novembro;11;0;Baixa;DF;2023-11-01
AMÉRICA DO SUL;4;Venezuela;37;Distrito Federal;7;Aéreo;1;2023;Dezembro;12;9;Média;DF;2023-12-01
AMÉRICA DO SUL;4;Venezuela;37;Distrito Federal;7;Aéreo;1;2023;Dezembro;12;0;Baixa;DF;2023-12-01
ÁSIA;5;Outros Países;56;Distrito Federal;7;Aéreo;1;2023;Abril;4;4;Média;DF;2023-04-01
ÁSIA;5;Outros Países;56;Distrito Federal;7;Aéreo;1;2023;Maio;5;1;Média;DF;2023-05-01
ÁSIA;5;Outros Países;56;Distrito Federal;7;Aéreo;1;2023;Julho;7;5;Média;DF;2023-07-01
ÁSIA;5;Outros Países;56;Distrito Federal;7;Aéreo;1;2023;Agosto;8;5;Média;DF;2023-08-01
ÁSIA;5;Outros Países;56;Distrito Federal;7;Aéreo;1;2023;Setembro;9;0;Baixa;DF;2023-09-01
ÁSIA;5;Outros Países;56;Distrito Federal;7;Aéreo;1;2023;Outubro;10;1;Média;DF;2023-10-01
ÁSIA;5;Outros Países;56;Distrito Federal;7;Aéreo;1;2023;Novembro;11;0;Baixa;DF;2023-11-01
ÁSIA;5;Outros Países;56;Distrito Federal;7;Aéreo;1;2023;Dezembro;12;3;Média;DF;2023-12-01
ÁFRICA;1;Outros Países;11;Distrito Federal;7;Aéreo;1;2023;Fevereiro;2;1;Média;DF;2023-02-01
ÁFRICA;1;Outros Países;11;Distrito Federal;7;Aéreo;1;2023;Marco;3;1;Média;DF;2023-03-01
ÁFRICA;1;Outros Países;11;Distrito Federal;7;Aéreo;1;2023;Junho;6;1;Média;DF;2023-06-01
ÁFRICA;1;Outros Países;11;Distrito Federal;7;Aéreo;1;2023;Julho;7;1;Média;DF;2023-07-01
ÁFRICA;1;Outros Países;11;Distrito Federal;7;Aéreo;1;2023;Novembro;11;3;Média;DF;2023-11-01
AMÉRICA DO SUL;4;Colômbia;29;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;1;Média;Outros;2023-06-01
AMÉRICA DO SUL;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023;Marco;3;0;Baixa;Outros;2023-03-01
AMÉRICA DO SUL;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;0;Baixa;Outros;2023-04-01
AMÉRICA DO SUL;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;3;Média;Outros;2023-05-01
AMÉRICA DO SUL;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;80;Média;Outros;2023-06-01
AMÉRICA DO SUL;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;0;Baixa;Outros;2023-07-01
AMÉRICA DO SUL;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;76;Média;Outros;2023-08-01
AMÉRICA DO SUL;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;1;Média;Outros;2023-09-01
EUROPA;6;Áustria;58;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;1;Média;Outros;2023-09-01
AMÉRICA DO SUL;4;Bolívia;27;Outras Unidades da Federação;99;Aéreo;1;2023;Dezembro;12;1;Média;Outros;2023-12-01
AMÉRICA DO SUL;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;1;Média;Outros;2023-05-01
AMÉRICA DO SUL;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;0;Baixa;Outros;2023-07-01
AMÉRICA DO SUL;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;0;Baixa;Outros;2023-08-01
AMÉRICA DO SUL;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;2;Média;Outros;2023-09-01
AMÉRICA DO SUL;4;Colômbia;29;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0;Baixa;Outros;2023-05-01
AMÉRICA DO SUL;4;Colômbia;29;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;0;Baixa;Outros;2023-07-01
AMÉRICA DO SUL;4;Colômbia;29;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;0;Baixa;Outros;2023-08-01
AMÉRICA DO SUL;4;Equador;30;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;0;Baixa;Outros;2023-04-01
AMÉRICA DO SUL;4;Equador;30;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0;Baixa;Outros;2023-05-01
EUROPA;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;0;Baixa;Outros;2023-04-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;0;Baixa;Outros;2023-02-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0;Baixa;Outros;2023-05-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;0;Baixa;Outros;2023-08-01
EUROPA;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;1;Média;Outros;2023-09-01
EUROPA;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;0;Baixa;Outros;2023-04-01
CONTINENTE NÃO ESPECIFICADO;8;Países Não Especificados;93;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0;Baixa;Outros;2023-05-01
AMÉRICA CENTRAL E CARIBE;2;Panamá;19;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0;Baixa;Outros;2023-05-01
AMÉRICA DO SUL;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;1;Média;Outros;2023-05-01
AMÉRICA DO SUL;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;0;Baixa;Outros;2023-07-01
AMÉRICA DO SUL;4;Peru;34;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;72;Média;Outros;2023-05-01
EUROPA;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;1;Média;Outros;2023-08-01
EUROPA;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;1;Média;Outros;2023-09-01
EUROPA;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;1;Média;Outros;2023-09-01
EUROPA;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;1;Média;Outros;2023-08-01
EUROPA;6;Turquia;87;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;2;Média;Outros;2023-08-01
AMÉRICA DO SUL;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;0;Baixa;Outros;2023-04-01
AMÉRICA DO SUL;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;4;Média;Outros;2023-05-01
AMÉRICA DO SUL;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Junho;6;0;Baixa;Outros;2023-06-01
AMÉRICA DO SUL;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Julho;7;0;Baixa;Outros;2023-07-01
AMÉRICA DO SUL;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Agosto;8;1;Média;Outros;2023-08-01
EUROPA;6;Alemanha;57;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;2;Média;Outros;2023-02-01
AMÉRICA DO NORTE;3;Canadá;23;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0;Baixa;Outros;2023-11-01
AMÉRICA CENTRAL E CARIBE;2;Costa Rica;12;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0;Baixa;Outros;2023-11-01
EUROPA;6;Eslováquia;63;Outras Unidades da Federação;99;Aéreo;1;2023;Outubro;10;2;Média;Outros;2023-10-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0;Baixa;Outros;2023-11-01
OCEANIA;7;Nova Zelândia;91;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0;Baixa;Outros;2023-11-01
AMÉRICA DO SUL;4;Peru;34;Outras Unidades da Federação;99;Aéreo;1;2023;Fevereiro;2;1;Média;Outros;2023-02-01
ÁFRICA;1;Quênia;9;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0;Baixa;Outros;2023-11-01
EUROPA;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023;Novembro;11;0;Baixa;Outros;2023-11-01
AMÉRICA DO SUL;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;0;Baixa;Outros;2023-04-01
AMÉRICA DO SUL;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0;Baixa;Outros;2023-05-01
AMÉRICA DO SUL;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0;Baixa;Outros;2023-05-01
AMÉRICA DO SUL;4;Colômbia;29;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0;Baixa;Outros;2023-05-01
AMÉRICA DO SUL;4;Equador;30;Outras Unidades da Federação;99;Aéreo;1;2023;Setembro;9;0;Baixa;Outros;2023-09-01
AMÉRICA DO SUL;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0;Baixa;Outros;2023-05-01
AMÉRICA DO SUL;4;Peru;34;Outras Unidades da Federação;99;Aéreo;1;2023;Abril;4;0;Baixa;Outros;2023-04-01
AMÉRICA DO SUL;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023;Maio;5;0;Baixa;Outros;2023-05-01
EUROPA;6;Alemanha;57;Mato Grosso do Sul;12;Aéreo;1;2023;Janeiro;1;2;Média;MS;2023-01-01
AMÉRICA DO SUL;4;Argentina;26;Mato Grosso do Sul;12;Aéreo;1;2023;Fevereiro;2;1;Média;MS;2023-02-01
AMÉRICA DO SUL;4;Argentina;26;Mato Grosso do Sul;12;Aéreo;1;2023;Abril;4;0;Baixa;MS;2023-04-01
AMÉRICA DO SUL;4;Argentina;26;Mato Grosso do Sul;12;Aéreo;1;2023;Maio;5;0;Baixa;MS;2023-05-01
AMÉRICA DO SUL;4;Argentina;26;Mato Grosso do Sul;12;Aéreo;1;2023;Junho;6;0;Baixa;MS;2023-06-01
AMÉRICA DO SUL;4;Argentina;26;Mato Grosso do Sul;12;Aéreo;1;2023;Julho;7;0;Baixa;MS;2023-07-01
AMÉRICA DO SUL;4;Argentina;26;Mato Grosso do Sul;12;Aéreo;1;2023;Agosto;8;0;Baixa;MS;2023-08-01
AMÉRICA DO SUL;4;Argentina;26;Mato Grosso do Sul;12;Aéreo;1;2023;Outubro;10;2;Média;MS;2023-10-01
AMÉRICA DO SUL;4;Argentina;26;Mato Grosso do Sul;12;Aéreo;1;2023;Outubro;10;0;Baixa;MS;2023-10-01
AMÉRICA DO SUL;4;Argentina;26;Mato Grosso do Sul;12;Aéreo;1;2023;Dezembro;12;0;Baixa;MS;2023-12-01
AMÉRICA DO SUL;4;Bolívia;27;Mato Grosso do Sul;12;Aéreo;1;2023;Janeiro;1;1;Média;MS;2023-01-01
AMÉRICA DO SUL;4;Bolívia;27;Mato Grosso do Sul;12;Aéreo;1;2023;Marco;3;1;Média;MS;2023-03-01
AMÉRICA DO SUL;4;Bolívia;27;Mato Grosso do Sul;12;Aéreo;1;2023;Maio;5;3;Média;MS;2023-05-01
AMÉRICA DO SUL;4;Bolívia;27;Mato Grosso do Sul;12;Aéreo;1;2023;Junho;6;1;Média;MS;2023-06-01
AMÉRICA DO SUL;4;Bolívia;27;Mato Grosso do Sul;12;Aéreo;1;2023;Julho;7;0;Baixa;MS;2023-07-01
AMÉRICA DO SUL;4;Bolívia;27;Mato Grosso do Sul;12;Aéreo;1;2023;Agosto;8;9;Média;MS;2023-08-01
AMÉRICA DO SUL;4;Bolívia;27;Mato Grosso do Sul;12;Aéreo;1;2023;Setembro;9;0;Baixa;MS;2023-09-01
AMÉRICA DO SUL;4;Bolívia;27;Mato Grosso do Sul;12;Aéreo;1;2023;Outubro;10;3;Média;MS;2023-10-01
AMÉRICA DO SUL;4;Bolívia;27;Mato Grosso do Sul;12;Aéreo;1;2023;Novembro;11;13;Média;MS;2023-11-01
AMÉRICA DO SUL;4;Chile;28;Mato Grosso do Sul;12;Aéreo;1;2023;Junho;6;0;Baixa;MS;2023-06-01
AMÉRICA DO SUL;4;Chile;28;Mato Grosso do Sul;12;Aéreo;1;2023;Setembro;9;0;Baixa;MS;2023-09-01
ÁSIA;5;China;40;Mato Grosso do Sul;12;Aéreo;1;2023;Junho;6;0;Baixa;MS;2023-06-01
ÁSIA;5;China;40;Mato Grosso do Sul;12;Aéreo;1;2023;Outubro;10;0;Baixa;MS;2023-10-01
ÁSIA;5;China;40;Mato Grosso do Sul;12;Aéreo;1;2023;Outubro;10;0;Baixa;MS;2023-10-01
EUROPA;6;Croácia;61;Mato Grosso do Sul;12;Aéreo;1;2023;Outubro;10;1;Média;MS;2023-10-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Mato Grosso do Sul;12;Aéreo;1;2023;Marco;3;0;Baixa;MS;2023-03-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Mato Grosso do Sul;12;Aéreo;1;2023;Junho;6;0;Baixa;MS;2023-06-01
AMÉRICA DO NORTE;3;Estados Unidos;24;Mato Grosso do Sul;12;Aéreo;1;2023;Agosto;8;85;Média;MS;2023-08-01
AMÉRICA CENTRAL E CARIBE;2;Guatemala;15;Mato Grosso do Sul;12;Aéreo;1;2023;Agosto;8;1;Média;MS;2023-08-01
EUROPA;6;Holanda;70;Mato Grosso do Sul;12;Aéreo;1;2023;Fevereiro;2;1;Média;MS;2023-02-01
EUROPA;6;Holanda;70;Mato Grosso do Sul;12;Aéreo;1;2023;Marco;3;0;Baixa;MS;2023-03-01
AMÉRICA DO SUL;4;Paraguai;33;Mato Grosso do Sul;12;Aéreo;1;2023;Janeiro;1;2;Média;MS;2023-01-01
AMÉRICA DO SUL;4;Paraguai;33;Mato Grosso do Sul;12;Aéreo;1;2023;Marco;3;3;Média;MS;2023-03-01
AMÉRICA DO SUL;4;Paraguai;33;Mato Grosso do Sul;12;Aéreo;1;2023;Abril;4;0;Baixa;MS;2023-04-01
AMÉRICA DO SUL;4;Paraguai;33;Mato Grosso do Sul;12;Aéreo;1;2023;Maio;5;5;Média;MS;2023-05-01
AMÉRICA DO SUL;4;Paraguai;33;Mato Grosso do Sul;12;Aéreo;1;2023;Junho;6;2;Média;MS;2023-06-01
AMÉRICA DO SUL;4;Paraguai;33;Mato Grosso do Sul;12;Aéreo;1;2023;Julho;7;3;Média;MS;2023-07-01
AMÉRICA DO SUL;4;Paraguai;33;Mato Grosso do Sul;12;Aéreo;1;2023;Agosto;8;10;Média;MS;2023-08-01
AMÉRICA DO SUL;4;Paraguai;33;Mato Grosso do Sul;12;Aéreo;1;2023;Outubro;10;5;Média;MS;2023-10-01
